"Nid","Path","","Body","Main image","Promotion text","Basic listing","Multi listing"
"3857","/visit-us/object-guidelines-and-faqs","Object Guidelines and FAQs","<p>If you want to bring in an object during our <a href=""/events/remaking-nature"">Remaking Nature event</a>, here are some guidelines and FAQs. It is important that you check these before bringing an object in. </p>
<h2>Guidelines</h2>
<p>You must own the object and have the right to either loan or gift the object to the exhibition</p>
<p>The object must be safe, comply with all applicable laws and not contain any prohibited or hazardous materials, including but not limited to the following:</p>
<ul><li>Living animal and plant specimens</li>
<li>Human remains</li>
<li>Wet specimens and liquids</li>
<li>Perishables</li>
<li>Endangered species</li>
<li>Ivory</li>
<li>Wild flowers</li>
<li>Birds' eggs</li>
<li>Mercury</li>
<li>Highly flammable/explosive material</li>
<li>Firearms</li>
<li>Drugs/chemicals</li>
</ul><p>Please note that any objects that are gifted to the exhibition rather than loaned will not become part of the permanent collection and will be disposed of at the end of their useful life.</p>
<h2>FAQs</h2>
<h4>Can I bring my bird’s egg collection?</h4>
<p>No, we can’t accept bird eggs. It’s illegal to take the eggs of most wild birds.</p>
<h4>Why can’t I bring ivory?</h4>
<p>There are laws against ivory trading, to help end illegal elephant poaching, so we can’t accept any objects containing ivory. Ivory can be found in items such as jewellery, walking sticks and sculptures.</p>
<h4>What does perishable mean?</h4>
<p>We mean foodstuffs, including fruit and vegetables, meat or packaged items, that could potentially leak or spill, decay, and may attract pests that can cause damage to our collections. If you wish to bring food packaging, it should be empty.</p>
<h4>Is it OK to bring a plant?</h4>
<p>No. We can’t accept any living plants or soil because they can harbour pests, which may pose a risk to our collections.</p>
<h4>Can I bring an artwork by someone I know?</h4>
<p>Yes, as long as they have given permission as the copyright owner (if they are alive).</p>
<h4>What do you mean by human remains?</h4>
<p>Any part of a human, including teeth, hair and bones. It also includes human ashes. We would need a special licence to exhibit these.</p>
<h4>How big can the object be?</h4>
<p>It should be small and light enough to be portable, so that you can bring it here without difficulty.</p>
<h4>Can I bring my fossil collection?</h4>
<p>If you have picked up a loose fossil on the beach, or a pretty rock with the imprint of a mollusc along the side of the road, we would love to see it.</p>
<p>But if you have something rare and spectacular, take it to a specialist scientific collection instead. We can’t accept precious and potentially fragile natural history resources.</p>
<h4>Can I bring herbal remedies?</h4>
<p>No, we cannot accept any herbal remedies or drugs, even if they’re legal. But we may accept empty packaging.</p>
<h2>Part of <a href=""/events/remaking-nature"">Remaking Nature</a></h2>
","<img src=""https://wellcomecollection.org/sites/default/files/Remaking-Nature-main.png"" width=""1600"" height=""900"" />","Important guidelines and FAQs to read before you bring in an object during our Remaking Nature event.","",""
"3855","/fresh-adventures-refrigeration-menu","FRESH: Adventures in Refrigeration - menu ","","<img src=""https://wellcomecollection.org/sites/default/files/fresh-main.png"" width=""1600"" height=""900"" />","","",""
"3837","/visit-us/activities-and-contributors-1","Activities and Contributors","<p>This event was conceived and curated by One Tenth Human, led by Artistic Director <strong>Sarah Punshon</strong></p>
<ul><li><strong><a href=""Chaps Choir"">Chaps Choir</a></strong></li>
<li><strong><strong><a href=""Capital Chorus"">Capital Chorus</a></strong></strong></li>
<li><strong><strong>Fragile Masculinity: A Long Table</strong> </strong>with <a href=""Lois Weaver"">Lois Weaver</a>, Wellcome Engagement Fellow, <a href=""Brendan Gough"">Brendan Gough</a> from Leeds Beckett University, Jess Day from <a href=""Let Toys Be Toys"">Let Toys Be Toys</a> and <a href=""Nando Messias"">Nando Messias</a></li>
<li><strong>Shoot the Sissy, Film </strong>- A collaboration between Nando Messias and <a href=""Sam Williams"">Sam Williams</a> based on Messias' live performance of the same title</li>
<li><strong>Real Men Used to Cry </strong>with <a href=""Ali Haggett"">Ali Haggett</a> from the University of Exeter</li>
<li><strong>“She Pushes My Buttons”</strong> with Liz Ostrowski, Bhupinder Virdee, Martin Okoli, Kelly Owen – <a href=""Domestic Violence Intervention Project"">Domestic Violence Intervention Project</a></li>
<li><strong>Inside the Minds of 13-year-old Boys </strong>with Ben Hurst, <a href=""GREAT Men Initiative"">GREAT Men Initiative</a></li>
<li><strong>Reimagining the Man Cave</strong> with Yaseen Amaan Yousaf, Joseph Delaney, Gift Ajimokun, Arabella Lack, Cherelle Malongo, Maccabi Vitalis, Clara Jean Margaret Bach, Daniel Harvey Frederick Johannsen, Jessye Clarke – <a href=""RawMinds"">RawMinds</a>, John Hunter, Cat Harrison – <a href=""non zero one"">non zero one</a> and Clare Carlin, Salma Begum – <a href=""Wellcome Collection Youth Programme"">Wellcome Collection Youth Programme</a></li>
<li><strong>BROMANCE, A Rolling Cabaret</strong> curated by <a href=""Milk Presents"">Milk Presents</a> with <a href=""LoUis CYfer"">LoUis CYfer</a>, <a href=""Freddie Pluto"">Freddie Pluto</a>, Phoenix, Rachael Young & Dwayne Anthony, Nando Messias, Zack the Lad, Jack Strap, and <a href=""The Great White Males"">The Great White Males</a>, Photography: Holly Revell, Thank you to Al Orange (contribution to videos), Anna Schneider and Vivien Glaskin</li>
<li><strong>The Empire Needs Men!</strong> with <a href=""Raju Rage"">Raju Rage</a> and <a href=""Noa Carvajal"">Noa Carvaja</a></li>
<li><strong>The Testosterone Games </strong>created by One Tenth Human collaborating with <a href=""Michael Naef"">Michael Naef</a> from Royal Holloway, University of London, <a href=""Shawn Geniole"">Shawn Geniole</a> from the University of Vienna, games designer <a href=""Mink Ette"">Mink Ette</a>, theatre maker <a href=""Bob Karper"">Bob Karper</a> and performers Frank Wurzinger, Lorna Rees and Paula Varjack</li>
<li><strong>Macho Walking </strong>with <a href=""Liam Satchell"">Liam Satchell</a> from the University of Portsmouth, Keamogetse Letsatle from the University of Portsmouth, Joshua Roberts from the Oxford Health NHS Foundation Trust and Oliver Waddup from the London Business School</li>
</ul><h2>Part of <a href=""/macho"">Friday Late Spectacular: Macho?</a></h2>
","<img src=""https://wellcomecollection.org/sites/default/files/macho-new-main.jpg"" width=""1600"" height=""900"" />","","",""
"3831","/visit-us/rawminds-presents-reimagining-man-cave","RawMinds Presents: Reimagining the Man Cave ","<p><strong>Grab a pair of silent disco headphones and take part in an interactive experience exploring the future of masculinity. </strong></p>
<p>Has the definition of masculinity changed throughout history? Will it continue to change in the future? If so, what do we want to keep and what do we want to throw away? Come and reimagine what masculinity means to you, drawing on leading scientific research, and help shape what it could mean to the next generation.</p>
<p>This interactive experience has been created by a group of young people from RawMinds, Wellcome Collection’s creative programme for 14-to-19-year-olds, in collaboration with acclaimed interactive theatre producers non zero one.</p>
<p>The group were inspired by the work of Dr Luke Sullivan, a clinical psychologist who runs Men’s Minds Matter, by Dr Alison Haggett’s exploration of the history of masculinity, and by artist James Leadbitter’s Madlove workshop on mental health and reimagining the asylum.</p>
<p><strong>RawMinds Contributors: </strong>Bella, Cherelle, Clara, Dan, Gift, Jessye, Joseph, Maccabi, Yaseen</p>
<h2><strong>Part of <a href=""/macho"">Friday Late Spectacular: Macho?</a></strong></h2>
<p> </p>
","<img src=""https://wellcomecollection.org/sites/default/files/Macho-lead-image-16x9.png"" width=""1600"" height=""900"" />","","",""
"3809","/sheep-pig-goat-frequently-asked-questions","Sheep Pig Goat: Frequently Asked Questions","<h2>What is Sheep Pig Goat?</h2>
<p><a href=""/sheeppiggoat"">Sheep Pig Goat</a> is a project by Fevered Sleep, commissioned as part of Making Nature, Wellcome Collection’s year-long exploration of our relationship with the natural world. Sheep Pig Goat is a creative research studio by Fevered Sleep exploring how well humans see animals as they really are rather than how we tell ourselves they are. The project will include a series of improvised encounters between human performers and animal spectators. Unusually for a project in the early stages of research, this one is entirely open to the public.</p>
<h2>What can people expect to see?</h2>
<p>Visitors are invited to witness improvised encounters as they happen and join in a conversation with the artists, guest speakers and each other to reflect on the possibility of empathy and communication between different species.</p>
<h2>Why is Wellcome Collection doing this?</h2>
<p>Wellcome Collection is about exploring our place in the world, and this project considers how our view of other animals is tightly bound up with our understanding of ourselves. We are uniquely placed to bring together a range of perspectives, such as philosophy, science and art, to ask how and why we look at animals and what we see when we do.</p>
<h2>Why now?</h2>
<p>With the planet changing rapidly, the stories we tell ourselves about the natural world, the hierarchies, the definitions of difference, are intrinsically linked with our actions, or inactions, towards it. This project is an opportunity to pay more attention to the existence and experience of non-human animals. And that we might perceive something important about ourselves by trying to perceive how other animals perceive us.</p>
<h2>Why sheep, pigs and goats?</h2>
<p>Sheep, pigs and goats are farmed animals. We chose to work with these animals to highlight the gap between the reality of them as species and individuals, and the way in which they are used in food production and perceived in relation to this. In order to safeguard the animals comfort and welfare, sheep, pigs and goats that are used to human contact have been chosen.</p>
<h2>Why this location?</h2>
<p>We selected a location that, unlike a museum, closely resembles barn conditions, with natural daylight and plenty of space for the animals to exercise and move around. Working off-site ensures an environment that prioritises the animal participants and their comfort, and provides a sense of visiting their territory for the human visitors.</p>
<h2>How will you ensure animal welfare standards are met?</h2>
<p>The welfare of the animal participants has been our highest priority throughout this project. Fevered Sleep have followed RSPCA guidelines, as well as working with professional animal wranglers and animal behaviour experts. The individual animals come from a farm in Wales and were carefully selected for their familiarity with human contact. Their owners have advised on and supervised all aspects of the animals’ participation in the project, and will be present on-site to look after them for the duration, in accordance with the RSPCA ‘Five Freedoms’ guidelines. There is 24 hour security on site, the appropriate licenses have been obtained, and there is access to vets if required.</p>
<p>The animals will not be required to ‘perform’ and will take on the role of observer completely on their terms. The encounters will take place within an area prepared for the comfort of the animals, with immediate access to a separate space should the animal become stressed. The length of their involvement in the project each day will be strictly monitored and alternated so no animal is present for longer than 40 minutes at a time. After the project they will return with their owners to their farm in Wales.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/SPG-NEW-main.jpg"" width=""1600"" height=""900"" />","What is Sheep Pig Goat? What can people expect to see? Why is Wellcome Collection doing this?","",""
"3679","/visit-us/making","Making","<p>In 2008, the Center for PostNatural History was founded in Pittsburgh, USA. It is the only institution in the world solely to collect and record organisms that have been intentionally altered by humans. These range from animals that have been selectively bred and domesticated, such as pigeons and dogs, to those that have been genetically engineered, including laboratory mice, photosensitive bacteria and BioSteel™ goats – all of which they term “PostNatural”.</p>
<p>The objects on display have been selected by the Center for PostNatural History. Unlike traditional natural history museums, the Center defines animals not by their biology but by their cultural history. Through specimens, artworks, books and music they explore some of the ways in which humans have taken control of the reproduction, habitats and DNA of certain animals and the evolutionary implications of this. In turn they acknowledge the role these altered organisms play in sustaining human culture, from the competitive breeding of dogs to the influence of birdsong on human performance.</p>
<p>Together these objects tell a different story of nature, one in which the past, present and future of humans are closely entwined with those of other animals.</p>
<p>(Image: Richard Pell)</p>
<h2><a href=""/visit-us/gallery-guide"">Back to Gallery Guide</a></h2>
","<img src=""https://wellcomecollection.org/sites/default/files/Making-2-Richard-Pell.png"" width=""1000"" height=""563"" />","Organisms have been substantially altered by human beings, either through domestication or genetic engineering.","",""
"3677","/visit-us/observing","Observing","<p>A trip to the zoo offers the promise of coming face-to-face with a live animal. In their architecture and landscape design, these institutions contend with the challenges of exhibiting nature in unnatural environments. Their history reveals how concepts of nature have evolved and tells of a modern tendency to romanticise wildness.</p>
<p>The naturalistic style of early zoo design later gave way to Modernist architecture that acknowledged the zoo as a public attraction. In the 21st century, new exhibits combine the geographies of animal life and human culture, reflecting a conservationist agenda that seeks to narrow the gap between the two.</p>
<p>The behaviours of the zoo’s human visitors offer insights into the bonds we form with other species. The personas we create for zoo celebrities – individual animals that appear in the media and on merchandise – confirm the importance of storytelling. They speak of the symbolic value of these mascots, onto which we project very human hopes and fears. As with the visually seductive natural history documentaries on our televisions, the danger is of looking at animals but not seeing them.</p>
<p>(Image: The Elephant House designed by Architects, Casson Conder Partnership.)</p>
<h2><a href=""/visit-us/gallery-guide"">Back to Gallery Guide</a></h2>
","<img src=""https://wellcomecollection.org/sites/default/files/Observing-2-The-Elephant-House-designed-by-Architects%2C-Casson-Conder-Partnership.-Exterior-with-Elephant%2C-photo-by-Henk-Snoek%2C-March-1965.png"" width=""1000"" height=""562"" />","The history of zoos reveals how concepts of nature have evolved and tells of a modern tendency to romanticise wildness.","",""
"3675","/visit-us/displaying","Displaying","<p>Inside natural history museums, preserved animals can be seen in carefully arranged exhibits. The choices museums make about what animals to put on display and how – such as their posture, their appearance and the behaviours they demonstrate – have a profound influence on how we come to think about certain species.</p>
<p>By creating highly realistic exhibits, museums offer an “authentic” experience that reinforces our existing ideas about nature. Over the years these displays have taken different forms. They reflect scientific approaches to understanding other species but they also document wider cultural attitudes that shape, and in turn are shaped by, science. A desire to showcase an empire’s riches or a museum’s educational policy may affect display choices as much as developments in evolution or ecology.</p>
<p>The impact of these exhibits can be felt long after we have left the museum. Representations of certain animals in popular culture often exaggerate the qualities and behaviours expressed in museum displays. These establish themselves in modern folklore, creating animal stereotypes that linger in our collective imagination.</p>
<p>(Image: Richard Ross)</p>
<h2><a href=""/visit-us/gallery-guide"">Back to Gallery Guide</a></h2>
","<img src=""https://wellcomecollection.org/sites/default/files/Displaying-2-Richard-Ross%2C-Museum-National-D%27Histoire-Naturelle%2C-Paris%2C-France-1982-2.png"" width=""1000"" height=""562"" />","Representations of animals in popular culture often exaggerate the qualities expressed in museum displays. ","",""
"3673","/visit-us/ordering","Ordering","<p>The idea of a “natural order” in the living world has become embedded in our society. The “great chain of being” began with the ancient Greek philosophers. Later, religious scriptures reinforced this hierarchical structure with divine explanation. By the 18th century, the science of naming, describing and classifying organisms (taxonomy) started seeking rational explanations for the perceived differences between human and non-human animals.</p>
<p>One of the first attempts to record, describe and rank the animal kingdom scientifically was made by Swedish physician and botanist Carl Linnaeus, in his 1735 publication Systema Naturae. Humans were classed as animals for the first time and later named Homo sapiens (“wise man”). Linnaeus described us with the words Nosce te ipsum (“know thyself”), reasoning that our ability to recognise ourselves as human is what separates us from non-human animals.</p>
<p>The Linnaean classification system is a human construct imposed on the natural world. Still in use today, this system affects the value we place on particular animals, which has far-reaching consequences for the world’s biodiversity. Other ways of organising nature have been proposed by artists, writers and scientists. Their works challenge the fixed position of each species in the “great chain of being” and expose its arbitrary divisions.</p>
<p>(Image: Wellcome Library, London)</p>
<h2><a href=""/visit-us/gallery-guide"">Back to Gallery Guide</a></h2>
","<img src=""https://wellcomecollection.org/sites/default/files/Ordering-2-L0006489.png"" width=""1102"" height=""620"" />","The “great chain of being” began with the ancient Greek philosophers.","",""
"3669","/visit-us/introduction","Introduction","<p>How we think about animals is fundamental to how we understand ourselves and our place in the world. The differences and similarities we perceive between humans and non-human animals have been the subject of enquiry since the ancient Greeks, but it was not until the 18th century that we began to seek scientific explanation. Taxonomy – the naming, describing and classifying of organisms – proposed a system for objectively ordering and ranking the animal kingdom. Today, its legacy underpins almost every aspect of our daily lives.</p>
<p>Natural history museums, zoos and wildlife documentaries create representations of nature that frame our ideas about other animals. They arrange the natural world, whether through realistic displays of preserved specimens, the dramatic staging of living animals or the careful editing of film footage. What we see and how we encounter it has a significant effect on our behaviour towards other animals.</p>
<p>With the rapid loss of habitats and species threatening the health of our planet, the historical roots of our beliefs about other animals are coming under scrutiny. Is the separation of humans from other animals – both in our minds and in our environments – compatible with creating a sustainable world?</p>
<h2><a href=""/visit-us/gallery-guide"">Back to Gallery Guide</a></h2>
","<img src=""https://wellcomecollection.org/sites/default/files/making-nature-learnign-resource.png"" width=""1600"" height=""900"" />","How we think about animals is fundamental to how we understand ourselves and our place in the world.","",""
"3571","/visit-us/activities-and-contributors-0","Activities and contributors","<h2> </h2>
<ul><li><strong>Skeleton Argument</strong> by <a href=""http://www.joshbitelli.co.uk/"">Josh Bitelli</a>, with Amie Taylor.</li>
<li><strong>Speaking Without Words</strong> with <a href=""http://www.phoebecaldwell.co.uk/"">Phoebe Caldwell</a>.</li>
<li><strong>Fat Activism </strong>with <a href=""http://charlottecooper.net/"">Charlotte Cooper</a>.</li>
<li><strong>Dialects of Body Language</strong> with <a href=""http://www.harrywitchel.com/"">Harry Witchel</a>, University of Sussex.</li>
<li><strong>Vogue Showcase: Mini-ball</strong> with <a href=""https://www.residentadvisor.net/dj/rushmore"">Rushmore</a>, Winny Lanvin, Prince Maya Magnifique, <a href=""https://www.instagram.com/divadmagnifique/?hl=en"">divaD Magnifique</a> and members of London’s ballroom scene.</li>
<li><strong>But is it Healthy?</strong> by <a href=""http://charlottecooper.net/"">Charlotte Cooper</a> and Kay Hyatt.</li>
<li><strong>Body to Brain</strong> from <a href=""http://www.antoniahamilton.com/"">Antonia Hamilton,</a> University College London, and researchers from the <a href=""http://www.icn.ucl.ac.uk/Research-Groups/Social-Neuroscience/"">UCL Social Neuroscience lab</a>.</li>
<li><strong>Body Talk Workout</strong> from <a href=""https://www.instagram.com/divadmagnifique/?hl=en"">divaD Magnifique</a>, Deepa Shastri, Nadia Nadarajah and Bethan Clark (<a href=""http://www.rc-annie.com/"">RC-Annie Ltd</a>). Compered by Rachel Kahn.</li>
<li><strong>Making the Body Speak</strong> curated by <a href=""http://strathclyde.academia.edu/ElsaRichardson"">Elsa Richardson</a>.</li>
<li><strong>'Bodies of Knowledge' zine workshop</strong> from <a href=""http://evanifekoya.com/"">Evan Ifekoya</a>, <a href=""http://lids-sewn-shut.typepad.com/"">Raisa Kabir</a>, <a href=""http://rudyloewe.tumblr.com/"">Rudy Loewe</a> and <a href=""http://www.rajurage.com/"">Raju Rage</a> from <a href=""http://qtipoccollectivecreativity.tumblr.com/"">Collective Creativity</a>, with assistants. </li>
<li><strong>The Body is an Archive</strong> by <a href=""http://www.cnlester.com/"">CN Lester</a>, with event assistant Sarah Eden.</li>
<li><strong>Social robotics</strong> with <a href=""https://www.cl.cam.ac.uk/~hg410/"">Hatice Gunes</a> and<a href=""https://www.cl.cam.ac.uk/~oc289/""> Oya Celiktutan</a> from the University of Cambridge.</li>
<li><strong>Social robotics</strong> with<a href=""http://people.uwe.ac.uk/Pages/person.aspx?accountname=campus%5Cp2-bremner""> Paul Bremner</a> from the University of the West of England, Bristol.</li>
</ul>","<img src=""https://wellcomecollection.org/sites/default/files/1600x900.jpg"" width=""1600"" height=""900"" />","","",""
"3567","/visit-us/festive-opening-hours","Festive Opening Hours","<table border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width: 700px;""><thead><tr><th scope=""col"">Date</th>
<th scope=""col"">Galleries</th>
<th scope=""col"">Library</th>
<th scope=""col"">Café</th>
<th scope=""col"">Kitchen</th>
<th scope=""col"">Shop</th>
</tr></thead><tbody><tr><td><strong>Sat 23 Dec</strong></td>
<td>10.00-18.00</td>
<td>CLOSED</td>
<td>09.30-18.00</td>
<td>11.00-18.00</td>
<td>10.00-18.00</td>
</tr><tr><td><strong>Sun 24 Dec</strong></td>
<td>CLOSED</td>
<td>CLOSED</td>
<td>CLOSED</td>
<td>CLOSED</td>
<td>CLOSED</td>
</tr><tr><td><strong>Mon 25 Dec</strong></td>
<td>CLOSED</td>
<td>CLOSED</td>
<td>CLOSED</td>
<td>CLOSED</td>
<td>CLOSED</td>
</tr><tr><td><strong>Tue 26 Dec</strong></td>
<td>CLOSED</td>
<td>CLOSED</td>
<td>CLOSED</td>
<td>CLOSED</td>
<td>CLOSED</td>
</tr><tr><td><strong>Wed 27 Dec</strong></td>
<td>10.00-18.00</td>
<td>CLOSED</td>
<td>08.30-18.00</td>
<td>11.00-18.00</td>
<td>09.00-18.00</td>
</tr><tr><td><strong>Thu 28 Dec</strong></td>
<td>10.00-18.00</td>
<td>CLOSED</td>
<td>08.30-18.00</td>
<td>11.00-18.00</td>
<td>09.00-18.00</td>
</tr><tr><td><strong>Fri 29 Dec</strong></td>
<td>10.00-18.00</td>
<td>CLOSED</td>
<td>08.30-18.00</td>
<td>11.00-18.00</td>
<td>09.00-18.00</td>
</tr><tr><td><strong>Sat 30 Dec</strong></td>
<td>10.00-18.00</td>
<td>CLOSED</td>
<td>09.30-18.00</td>
<td>11.00-18.00</td>
<td>10.00-18.00</td>
</tr><tr><td><strong>Sun 31 Dec</strong></td>
<td>11.00-18.00</td>
<td>CLOSED</td>
<td>10.30-18.00</td>
<td>11.00-18.00</td>
<td>11.00-18.00</td>
</tr><tr><td><strong>Mon 1 Jan</strong></td>
<td>CLOSED</td>
<td>CLOSED</td>
<td>CLOSED</td>
<td>CLOSED</td>
<td>CLOSED</td>
</tr><tr><td><strong>Tue 2 Jan</strong></td>
<td>10.00-18.00</td>
<td>10.00-18.00</td>
<td>08.30-18.00</td>
<td>11.00-18.00</td>
<td>09.00-18.00</td>
</tr></tbody></table><p><strong>Please also note that there will be no First Friday late opening on Friday 5 January 2018</strong></p>
","<img src=""https://wellcomecollection.org/sites/default/files/Making-Nature-main_0.png"" width=""1600"" height=""900"" />","See our 2016 festive opening hours.","",""
"3561","/spiritbooth","S.P.I.R.I.T BOOTH","<h2>In the building? Try out our intriguing photo booth...</h2>
<p>Step into our digital photo booth and discover your 'psychic transparency'. The concept of psychic transparencies is based on seeing images of the departed (such as figures that would appear in <a href=""https://www.google.co.uk/search?q=spirit+photography&ie=utf-8&oe=utf-8&safe=active&gws_rd=cr,ssl&ei=m-z0V9fKOOeOgAaDwYGwAw"">spirit photography</a>), but you might also see scenery, paintings, pictures, art, objects, etc. These extras appeared superimposed upon or alongside the person being photographed, and were explained as projections of psychic transparencies sent from the afterlife; reproductions of objects communicated to the camera telepathically by spirits.</p>
<p><em>Imagine if psychic transparencies were real…</em></p>
<p>That's the approach we've taken with our experimental photo booth project. Located on level 1 by the genome books in our Medicine Now gallery, you can enter the booth and have your psychic transparency revealed and captured onto the online gallery. What will your photo reveal about you?</p>
<p>This project is a collaboration between Wellcome Collection and <a href=""http://photobot.co/"">Photobot.co</a>.</p>
<h2>We need you</h2>
<p>This is a pilot project and we're currently refining the user experience. Next time you visit Wellcome Collection, use the booth and let us know what you think on <a href=""https://twitter.com/ExploreWellcome"">Twitter</a> or via <a href=""mailto:info@wellcomecollection.org?subject=Spirit%20Booth"">email</a>. </p>
","<img src=""https://wellcomecollection.org/sites/default/files/SPIRIT-BOOTH-main-small_0.png"" width=""700"" height=""398"" />","Find out more about our experimental photo booth project.","",""
"3553","/visit-us/more-voices","More Voices","<p>There are many more recordings from the <a href=""/ourvoices"">Our Voices</a> project than would fit on the exhibition audio companion. We've grouped these by theme.</p>
<p>Choose from the playlists below to listen to them over on SoundCloud.</p>
<h3><a href=""https://soundcloud.com/wellcomecollection/sets/what-is-mental-illness-1"">What is mental illness?</a></h3>
<h3><a href=""https://soundcloud.com/wellcomecollection/sets/ending-up-on-the-ward"">Ending up on the ward – sectioning and admissions</a></h3>
<h3><a href=""https://soundcloud.com/wellcomecollection/sets/life-on-the-ward"">Life on the ward</a></h3>
<h3><a href=""https://soundcloud.com/wellcomecollection/sets/treatment"">Treatment</a></h3>
<h3><a href=""https://soundcloud.com/wellcomecollection/sets/ideal-asylum"">Ideal asylum</a></h3>
<h3><a href=""https://soundcloud.com/wellcomecollection/sets/definitions-attitudes-and"">Definitions, attitudes and stigma</a></h3>
<h3><a href=""https://soundcloud.com/wellcomecollection/sets/core-arts-and-creativity"">Core Arts and creativity</a></h3>
<p> </p>
<h2>Part of <a href=""/bedlam"">Bedlam: the asylum and beyond</a></h2>
","<img src=""https://wellcomecollection.org/sites/default/files/Our-Voices-audio-files.png"" width=""578"" height=""325"" />","Explore the rest of the audio created as part of Our voices.","",""
"3545","/visit-us/automated-empathy","Automated Empathy","<p> </p>
<p>We like to blame new technology for old problems. Smartphones lead to anomie; our teens lack social skills because of Minecraft. If modern life is rubbish, screen-based culture only makes it more so. But it was always like this: go back far enough, beyond telephones and televisions, and even the humble novel was once held to account for warping young minds. Perhaps the one thing that hasn’t changed is our propensity to see communications technology in particular as a threat to our vulnerable psyches.</p>
<p>Some have tried to turn the tables. When mental health charity Samaritans launched their ‘Radar’ app in 2014, users could automatically be alerted to friends’ tweets that indicated signs of depression or crisis, and offer help. Well-meant, it fell to pieces in practice: Twitter users felt uneasy about the automation of listening-in to what were in some cases semi-private conversations. Many users with mental health issues felt exposed and unsafe. Samaritans shuttered the service and began a review.</p>
<p>Perhaps it should have been less surprising that the organisation which saw the immense therapeutic potential of the telephone should fail to see the hole in their thinking about the internet. The nasty side of Twitter, the campaigns of bullying and harassment, is well known. Perhaps less well understood is how Twitter functions as a support network for the vulnerable. Twitter is a place where many have found it possible to talk about struggles to cope that they cannot communicate to friends or family, a place where they find affinity with others, and the kindness of strangers. Even on a public account, a whisper of despair in the middle of the night may not be meant for everyone’s eyes: we use Twitter to talk specifically and particularly to each other as well as the world in general.</p>
<p>Erica Scourti’s <i>Empathy Deck </i>is a Twitter bot that lives in this territory, the world of ambiguous emotions and mutual support. <i>Empathy Deck</i> is not human, it is an automaton, but it is not an experiment in the capacity of artificial intelligence to understand the emotions of humans. Rather, it is an exploration of the network’s capacity to deal with an automated actor, but one who speaks from the heart. Using a combination of the artist’s verbal and visual archives, delivered to its followers via @-replies, it offers humorous and perplexing gifts of unique graphic ‘cards’ that reference a semi-mystical popular culture of inspirational and motivational card decks, horoscopes and more.</p>
<p>Methods of self-help like this are central to the final section of Wellcome Collection’s exhibition <i>Bedlam: the asylum and beyond</i>. The exhibition charts the rise and decline of the asylum as both confinement and refuge for those struggling with their mental health. In the asylum’s wake lies a ‘chaotic marketplace of therapies’ according to the exhibition text. There is some return here to traditions of remedy and community that pre-date the asylum, but this marketplace is also literally an economic market, where cures are commodities and healing is linked to profit. As the technological extension of the market, the internet offers information of uncertain provenance, and pharmacological bargains. Can it also offer us the older values of mutual support and healing practices?</p>
<p><i>Empathy Deck </i>is doing its best to answer this question. Unlike most ‘art’ bots, <i>Empathy Deck</i> doesn’t work with language as an abstract quantity or a proof of concept. It’s limited in its generation of new texts, using instead a pre-existing corpus of text, mostly in the form of five years’ worth of Scourti’s own diaries. Object icons pasted over the text and collaged backgrounds respond directly to the content of followers’ tweets. For a bot, <i>Empathy Deck</i> has a lot of depth. Each moment of feeling that it offers in return for one of your own is a very real one; it’s just the sequence that is out of order, because Scourti’s feelings happened first. In this way it’s also a proxy, a substitute, for Scourti herself: she’s been here, and can help you, she just doesn’t have time, so she’s built this bot to do it for her. The idea of the proxy connection, whether digital or human, is a recurring feature in Scourti’s work. Her performance work <i>Personal Proxies </i>(2016)<i> </i>explores the displacement of the ‘authentic’ artist by automated and human agents. In <i>Body Scan </i>(2014), automated image search even provides proxies for Scourti’s own body: intimate phone snaps translated into cosmetic advertising and online medical dictionaries.</p>
<p><i>Empathy Deck</i> is an artwork, not a therapeutic tool. But if there can be proxies for artists, can proxies for therapists be far behind? In both the chaotic marketplace and on the NHS, finding someone who cares and who is qualified to help can be difficult, expensive, or both. Cognitive behavioural therapy (CBT) is rapidly becoming the default non-pharmaceutical option for depression and anxiety as well as insomnia, phobias and other disorders. And just as degree courses can be delivered online, so can CBT: the UK government’s national clinical guidelines now advocate the use of computerised CBT for depression, generalised anxiety disorder and panic disorder. It’s hard not to see this as austerity healthcare, but it also begs the more fundamental question: if our psychic wounds are gained in contact with each other as humans, can we be patched up and put back together by computers?</p>
<p>And what of the inner life of the bot? When not responding to tweets, the bot talks to itself, to Twitter, to nobody in particular. “I’m a bit lonely at the moment,” it says. “My god I am so angry right now,” reads a fragment of text on a card. Right now? Is the bot angry right now, or was Scourti once angry (why was she angry?) and is it the same thing? As the bot accrues followers and methodically puts together cards for them, Scourti’s personal diaries are progressively revealed. Will we end up with an autobiographical account we can piece together, or has the bot re-made Scourti in its own image? Perhaps the point at which bots become real for us is the point at which we care how they are feeling.</p>
<p><strong>Danny Birchall</strong><br />
	Digital Content Manager, Wellcome Collection</p>
<p> </p>
<h2>Part of <a href=""/bedlam"">Bedlam: the asylum and beyond</a>.</h2>
","<img src=""https://wellcomecollection.org/sites/default/files/empathy-deck-01.jpg"" width=""800"" height=""450"" />","Empathy Deck lives in an online world of ambiguous emotions and mutual support.","",""
